audio_base,audio,gold_sentence_path,original_text,sentence_segmented,sentence_start,sentence_end,transcribed_text,corrected_text
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_2.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_2.txt, Propuesta legislativa de Podemos Perú señala que quienes incumplan con la cuarentena deberán realizar el servicio militar obligatorio y acuartelado por seis meses. ,propuesta legislativa de podemos perú señala que quienes incumplan con la cuarentena deberán realizar el servicio militar obligatorio y acuartelado por seis meses,7.320815730630736,22.66252519891973,propuesta legislativa de podemos perú señala que quienes incumpla con la cuarentena deberán realizar el servicio mital obligatorio y aacuartelado por seis meses, Propuesta legislativa de Podemos Perú señala que quienes incumplan con la cuarentena deberán realizar el servicio militar obligatorio y acuartelado por seis meses. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_3.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_3.txt, La bancada de Podemos Perú presentó un proyecto de ley que establece de manera excepcional el servicio militar obligatorio y acuartelado para las personas de 18 a 25 años que incumplan el toque de queda (inmovilización social obligatoria) durante el estado de emergencia nacional por el coronavirus (COVID-19). ,la bancada de podemos perú presentó un proyecto de ley que establece de manera excepcional el servicio militar obligatorio y acuartelado para las personas de dieciocho a veinticinco años que incumplan el toque de queda inmovilización social obligatoria durante el estado de emergencia nacional por el coronavirus covid19,22.722531885236386,41.924671506562895,abancada de podemos perú presentó un proyecto de ley que establece de manera excepcionales de servicio militar obligatorio y acuartelado para las personas de dieciocho a vnaños que incumplan el doque de queda inmovilización sociobligatoria durante el estado de emergencia nacional por el coronaviroscoi, La bancada de Podemos Perú presentó un proyecto de ley que establece de manera excepcional el servicio militar obligatorio y acuartelado para las personas de 18 a 25 años que incumplan el toque de queda (inmovilización social obligatoria) durante el estado de emergencia nacional por el coronavirus (COVID-19). 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_4.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_4.txt," Según la iniciativa legislativa N° 5368, elaborada por el congresista Luis Felipe Castillo, los que incumplan la inmovilización serán puestos a disposición de las Fuerzas Armadas para que realicen el servicio militar obligatorio y acuartelado por espacio de seis meses. ",según la iniciativa legislativa n cinco mil trescientos sesenta y ocho elaborada por el congresista luis felipe castillo los que incumplan la inmovilización serán puestos a disposición de las fuerzas armadas para que realicen el servicio militar obligatorio y acuartelado por espacio de seis meses,44.7049813059008,68.22760234202579,según la iniciativa legislativa número cincuenta y tres cesienta y ocho elaborada por el congresista luis felipe castillo los que encumplan la inmovilización serán puestos a disposición de las fuerzas armadas para que realicen el servicio militar obligatorio y acuartelado por por espacio de seis meses," Según la iniciativa legislativa N° 5368, elaborada por el congresista Luis Felipe Castillo, los que incumplan la inmovilización serán puestos a disposición de las Fuerzas Armadas para que realicen el servicio militar obligatorio y acuartelado por espacio de seis meses. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_5.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_5.txt," Para ello, modifica el artículo 6 de la Ley N° 29248, Ley del Servicio Militar. ",para ello modifica el artículo seis de la ley n veintinueve mil doscientos cuarenta y ocho ley del servicio militar,68.32761348588686,75.86845373301196,para ello modifica el artículo seis de la ley número veintinueve veinticuatro ocho ley del servicio militar," Para ello, modifica el artículo 6 de la Ley N° 29248, Ley del Servicio Militar. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_6.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_6.txt," Asimismo, estarán exceptuados de esta disposición los ciudadanos que acrediten de manera fehaciente estar cursando estudios y/o desarrollen alguna actividad productiva debidamente autorizada. ",asimismo estarán exceptuados de esta disposición los ciudadanos que acrediten de manera fehaciente estar cursando estudios yo desarrollen alguna actividad productiva debidamente autorizada,76.38851168108955,87.70977316616333,asimismo estarán exceptuados de esa disposición los ciudadanos que acrediten de manera fiaciente star cursando estudios yo desarrollen alguna actividad productiva debidate," Asimismo, estarán exceptuados de esta disposición los ciudadanos que acrediten de manera fehaciente estar cursando estudios y/o desarrollen alguna actividad productiva debidamente autorizada. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_7.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_7.txt," De igual forma, las personas que dieran positivo a la prueba de descarte del COVID-19, las que pudieran tener enfermedades que pongan en riesgo su vida o la de terceros y las que presenten discapacidad física o mental. ",todos estos ciudadanos deberán justificar los motivos por los que no pudieron cumplir con la inmovilización social obligatoria dispuesta por el poder ejecutivo,104.83168099517944,113.45264159600418,odos estos ciudadanos deberán justificar los motivos p los que no pudieron cumplir con la inmovilización social obligatoria dispuesto por el poder ejecutivo," De igual forma, las personas que dieran positivo a la prueba de descarte del COVID-19, las que pudieran tener enfermedades que pongan en riesgo su vida o la de terceros y las que presenten discapacidad física o mental. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_8.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_8.txt, Todos estos ciudadanos deberán justificar los motivos por los que no pudieron cumplir con la inmovilización social obligatoria dispuesta por el Poder Ejecutivo. ,el proyecto de ley considera que el ministerio de defensa establezca los protocolos correspondientes para el desarrollo de las disposiciones que contempla,114.03270623039842,122.2136177982344,el proyecto de ley considera que el ministro de defensa establezca los protogolos correspondientes para el desarrollo de las disposiciones que contempa, Todos estos ciudadanos deberán justificar los motivos por los que no pudieron cumplir con la inmovilización social obligatoria dispuesta por el Poder Ejecutivo. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_9.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_9.txt, El proyecto de ley considera que el Ministerio de Defensa establezca los protocolos correspondientes para el desarrollo de las disposiciones que contempla. ,la iniciativa legislativa precisa que este servicio militar obligatorio excepcional se implementará mediante financiamiento con cargo al presupuesto asignado a cada institución de las fuerzas armadas sin generar egresos adicionales al tesoro público,122.83368689017308,138.81546767917297,a iniciativa legislativa precisa que el servicio militar obligatorio excepcional inimplementará mediante financiamiento con cargo del presupuesto asignado a cada institución de las fuerzas armadas sin generar egregos adicionales al tesoro público, El proyecto de ley considera que el Ministerio de Defensa establezca los protocolos correspondientes para el desarrollo de las disposiciones que contempla. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_10.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_10.txt," La iniciativa legislativa precisa que este servicio militar obligatorio excepcional se implementará mediante financiamiento con cargo al presupuesto asignado a cada institución de las Fuerzas Armadas, sin generar egresos adicionales al Tesoro Público. ",cabe indicar que días atrás la bancada de unión por el perú presentó un proyecto de ley para restablecer el servicio militar obligatorio a nivel nacional,140.73568164130563,150.19673585056336,cabe indicar que días atrás la bancada de unión por el perú presentó un proyecto de ley para restablecer el servicio militar obligatorio a nivel nacional," La iniciativa legislativa precisa que este servicio militar obligatorio excepcional se implementará mediante financiamiento con cargo al presupuesto asignado a cada institución de las Fuerzas Armadas, sin generar egresos adicionales al Tesoro Público. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_11.txt, Cabe indicar que días atrás la bancada de Unión por el Perú presentó un proyecto de ley para restablecer el servicio militar obligatorio a nivel nacional. ,la iniciativa es del parlamentario rubén ramos zapana,150.69679156986874,157.3975382085608,la iniciativa es del parlamento parlamentario ruben ramos zapat sapana, Cabe indicar que días atrás la bancada de Unión por el Perú presentó un proyecto de ley para restablecer el servicio militar obligatorio a nivel nacional. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_10_13_48.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/segment_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_038/gold_sentence_12.txt, La iniciativa es del parlamentario Rubén Ramos Zapana. ,el proyecto de ley también plantea modificar los artículos referidos a las infracciones para quienes no cumplan el servicio y contempla el pago de multas además de la incapacidad de postular a cargos públicos,158.15762290190497,171.2790849764781,el proyecto deleytamen plantea modificar los artículos referidos a las infracciones para quienes no cumplan el servicio y contempla el pago de multas además de la incapacidad de postular a cargos públicos, La iniciativa es del parlamentario Rubén Ramos Zapana. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_1.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_1.txt, Viaducto Armendáriz aliviará congestión en la Costa Verde ,viaducto armendáriz aliviará congestión en la costa verde,0.7000257155635062,4.3201587017633525,viaducto armendaris al ibera con gestión en la costa verde, Viaducto Armendáriz aliviará congestión en la Costa Verde 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_2.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_2.txt, Vía elevada que une Miraflores y Barranco beneficiará a unos 50 mil conductores diariamente. ,vía elevada que une miraflores y barranco beneficiará a unos cincuenta mil conductores diariamente,4.860178539483772,12.46045773703041,vía elevada que una miraflores y barranco beneficiará a unos cincuenta mil conductores diariamente, Vía elevada que une Miraflores y Barranco beneficiará a unos 50 mil conductores diariamente. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_3.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_3.txt," Tras nueve meses de iniciada la construcción del viaducto Armendáriz, en la Costa Verde, la Municipalidad de Lima entregó ayer esta importante obra que une directamente Miraflores con Barranco. ",tras nueve meses de iniciada la construcción del viaducto armendáriz en la costa verde la municipalidad de lima entregó ayer esta importante obra que une directamente miraflores con barranco,13.020478309481218,24.84091253513928,tras nueve meses de iniciada la construcción del viaducto armendaris en la costa verde la municipalidad de lima entregoaier es de importante obra que une directamente miraflores con barrancos," Tras nueve meses de iniciada la construcción del viaducto Armendáriz, en la Costa Verde, la Municipalidad de Lima entregó ayer esta importante obra que une directamente Miraflores con Barranco. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_4.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_4.txt, Se estima que esta vía será utilizada diariamente por unos 50 mil conductores. ,se estima que esta vía será utilizada diariamente por unos cincuenta mil conductores,25.260927964477386,30.601124137490416,se estima que esta vía será utilizada diariamente por unos cincuenta mil conductores, Se estima que esta vía será utilizada diariamente por unos 50 mil conductores. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_5.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_5.txt, Esta construcción fue entregada a 30 días de iniciarse los Juegos Panamericanos y Parapanamericanos 2019. ,esta construcción fue entregada a treinta días de iniciarse los juegos panamericanos y parapanamericanos dos mil diecinueve,31.241147648862768,39.76146064400716,esta construcción fue entregada a treinta y días de iniciarse los juegos panamericanos y para panamericanos dos mil diecinueve, Esta construcción fue entregada a 30 días de iniciarse los Juegos Panamericanos y Parapanamericanos 2019. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_6.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_6.txt, La obra forma parte de los 11 proyectos viales que ejecuta la comuna metropolitana para este trascendental evento internacional. ,la obra forma parte de los once proyectos viales que ejecuta la comuna metropolitana para este trascendental evento internacional,39.80146211346793,48.96179861998466,la obra forma parte de los once proyectos viales que ejecutan la comuna metropolitana para este transcedental evento internacional, La obra forma parte de los 11 proyectos viales que ejecuta la comuna metropolitana para este trascendental evento internacional. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_7.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_7.txt," Se ha contado con una inversión de S/58 millones, de los cuales S/52 millones corresponden a las arcas del Ministerio de Transportes y Comunicaciones y S/6 millones a la Alcaldía de Lima. ",este puente elevado cuenta con dos carriles de un mismo sentido y tiene una extensión de casi doce kilómetros,64.44236730130335,72.0226457641196,este puente elevado cuenta con dos carriles de un mismo sentido y tiene una extensión de casi uno cómodos ncoma," Se ha contado con una inversión de S/58 millones, de los cuales S/52 millones corresponden a las arcas del Ministerio de Transportes y Comunicaciones y S/6 millones a la Alcaldía de Lima. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_8.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_8.txt, Este puente elevado cuenta con dos carriles de un mismo sentido y tiene una extensión de casi 1.2 kilómetros. ,además cuenta con veintiséis pilares que están protegidos con aisladores sísmicos,73.50270013416817,79.14290732813699,además cuenta con veintiséis pilares que están protegidos con aislamiento cismeo, Este puente elevado cuenta con dos carriles de un mismo sentido y tiene una extensión de casi 1.2 kilómetros. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_9.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_9.txt," Además, cuenta con 26 pilares que están protegidos con aisladores sísmicos. ",el presidente martín vizcarra quien inauguró la obra junto con el alcalde de lima jorge muñoz dijo que la misma reducirá el congestionamiento vehicular en la costa verde,81.0829785969844,90.62332906337848,el presidente martín vizcara quien inauguró esta obra junto con el alcalde de lima jorge muñoz dijo que la misma reducirá el congestionamiento vicular en la costa verde," Además, cuenta con 26 pilares que están protegidos con aisladores sísmicos. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_10.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_10.txt," El presidente Martín Vizcarra, quien inauguró la obra junto con el alcalde de Lima, Jorge Muñoz, dijo que la misma reducirá el congestionamiento vehicular en la Costa Verde. ",al no existir viaducto los carros que venían de norte a sur y que querían ingresar a barranco tenían que dar una vuelta en u lo que generaba una tremenda congestión afirmó el mandatario,91.26335257475084,104.643844109379,al no existir piaducto los jarros que venían de norte a sur que querían ingresar a barranco tenían que dar una vuelta en un lo que generaba una tremenda congestión afirmó el madatario," El presidente Martín Vizcarra, quien inauguró la obra junto con el alcalde de Lima, Jorge Muñoz, dijo que la misma reducirá el congestionamiento vehicular en la Costa Verde. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_11.txt," “Al no existir viaducto, los carros que venían de norte a sur, y que querían ingresar a Barranco, tenían que dar una vuelta en U, lo que generaba una tremenda congestión”, afirmó el mandatario. ",en la ceremonia estuvo el presidente de la comisión organizadora de los juegos panamericanos de lima dos mil diecinueve carlos neuhaus quien recorrió la infraestructura,105.60387937643752,120.70443409787887,en la ceremonia estuvo el presidente de la comisión organizadora de los juegos banamericanos de límados mil diecinueve carlos neneuauesquien recorrió la infraestructura," “Al no existir viaducto, los carros que venían de norte a sur, y que querían ingresar a Barranco, tenían que dar una vuelta en U, lo que generaba una tremenda congestión”, afirmó el mandatario. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_12.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_12.txt," En la ceremonia estuvo el presidente de la Comisión Organizadora de los Juegos Panamericanos de Lima 2019, Carlos Neuhaus, quien recorrió la infraestructura. ",por su parte el burgomaestre capitalino jorge muñoz anunció que también se construirán dos puentes peatonales,121.2244532008689,130.20478309481217,por su parte lburgomaestre capitalino jorge muñoz anunció que también se construirán dos puentes petonales," En la ceremonia estuvo el presidente de la Comisión Organizadora de los Juegos Panamericanos de Lima 2019, Carlos Neuhaus, quien recorrió la infraestructura. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_13.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_13.txt," Por su parte, el burgomaestre capitalino, Jorge Muñoz, anunció que también se construirán dos puentes peatonales. ",uno estará en miraflores a la altura de la playa la estrella y el otro en barranco cerca de la playa las cascadas,130.78480440199337,141.00517984922055,uno estará en miraflores a la altura de la playa a la estrella y el otro en barranco acerca cerca de la playa las cascadas," Por su parte, el burgomaestre capitalino, Jorge Muñoz, anunció que también se construirán dos puentes peatonales. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-05-30_06_22_11.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/segment_14.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_034/gold_sentence_14.txt," Uno estará en Miraflores, a la altura de la playa La Estrella, y el otro, en Barranco, cerca de la playa Las Cascadas. ",vamos a alargar estas veredas que bajan de la quebrada armendáriz y que ahora están truncas todo está en proceso aseguró a perú21,141.60520189113214,155.72572061078458,vamos a alargar estas veredas quque bajan a la quebrada armendaris y que ahora están truncas todo este proceso aseguró a perú veintiuno," Uno estará en Miraflores, a la altura de la playa La Estrella, y el otro, en Barranco, cerca de la playa Las Cascadas. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_1.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_1.txt, Costa Verde: Se empezarán a aplicar papeletas por exceso de velocidad ,costa verde se empezarán a aplicar papeletas por exceso de velocidad,1.1400817975830817,5.380386027190332,costa verde se empezarán a aplicar papeletas por exceso de velocidad, Costa Verde: Se empezarán a aplicar papeletas por exceso de velocidad 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_2.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_2.txt, Sanciones se empezarán a aplicar en 5 puntos desde este 16 de diciembre. ,sanciones se empezarán a aplicar en cinco puntos desde este dieciséis de diciembre,6.180443429003021,12.0808667673716,sanciones empezarán a aplicar en cinco puntos desde este dieciseis de diciembre, Sanciones se empezarán a aplicar en 5 puntos desde este 16 de diciembre. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_3.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_3.txt," De otro lado, alcalde de Lima, Jorge Muñoz, anunció que en los próximos días estarán listas las obras en circuito de playas. ",de otro lado alcalde de lima jorge muñoz anunció que en los próximos días estarán listas las obras en circuito de playas,12.900925604229608,20.281455135951663,de otro lado el alcalde de lima jorge muñoz anunció que en los próximos días estarán listas las obras en circuito de playas," De otro lado, alcalde de Lima, Jorge Muñoz, anunció que en los próximos días estarán listas las obras en circuito de playas. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_4.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_4.txt," ¡Atención! Si conduce por la Costa Verde, tenga cuidado en excederse de los 60 kilómetros por hora –en algunos tramos de los 40 km/h– porque podría recibir una papeleta de 756 soles. ",atención si conduce por la costa verde tenga cuidado en excederse de los sesenta kilómetros por hora en algunos tramos de los cuarenta kmh porque podría recibir una papeleta de setecientos cincuenta y seis soles,21.0215082326284,34.48247401812689,atención si conduce por la costa verde tenga cuidado en excederse a los sesenta kilómetros por hora en algunos tramos de los cuarenta kilómetros por hora porque podría recibir una papeleta de setecientos cincuent," ¡Atención! Si conduce por la Costa Verde, tenga cuidado en excederse de los 60 kilómetros por hora –en algunos tramos de los 40 km/h– porque podría recibir una papeleta de 756 soles. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_5.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_5.txt," Esta norma de tránsito y la prohibición del paso de camiones –de más de 6.5 toneladas– por dicha vía entraron ayer en periodo de marcha blanca (aún no se aplicará multa) en el tramo comprendido entre la Bajada Escardó, en San Miguel, y la Bajada Huaylas, en Chorrillos. ",esta norma de tránsito y la prohibición del paso de camiones de más de sesenta y cinco toneladas por dicha vía entraron ayer en periodo de marcha blanca aún no se aplicará multa en el tramo comprendido entre la bajada escardó en san miguel y la bajada huaylas en chorrillos,35.442542900302115,55.58398799093656,esta norma de tránsito y la prohibición del paso de camiones de más de seis comcincotoneladas por dicha vía entraron ayer en período de marcha blancaaún no se aplican multa en el tramo comprendido entre la bajada escardo en san miguel y la bajada wailas en chorrillos," Esta norma de tránsito y la prohibición del paso de camiones –de más de 6.5 toneladas– por dicha vía entraron ayer en periodo de marcha blanca (aún no se aplicará multa) en el tramo comprendido entre la Bajada Escardó, en San Miguel, y la Bajada Huaylas, en Chorrillos. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_6.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_6.txt," Sin embargo, el alcalde de Lima, Jorge Muñoz, advirtió que desde el 16 de diciembre, las sanciones se harán efectivas. ",sin embargo el alcalde de lima jorge muñoz advirtió que desde el dieciséis de diciembre las sanciones se harán efectivas,56.90408270392749,63.60456344410876,sin embargo el alcalde de lima jorge muñoz advirtió que desde el dieciseis a diciembre las sanciones se harán efectivas," Sin embargo, el alcalde de Lima, Jorge Muñoz, advirtió que desde el 16 de diciembre, las sanciones se harán efectivas. "
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_7.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_7.txt, Dijo que estas medidas buscan mejorar el tránsito. ,dijo que estas medidas buscan mejorar el tránsito,64.16460362537765,69.26496956193354,dijo que estas que estas medidas buscan mejorar el tránsito, Dijo que estas medidas buscan mejorar el tránsito. 
/content/drive/MyDrive/Proyecto_ASR_AG/Proyecto_AG/ATMA/2020-06-01_08_20_07.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/segment_8.wav,/content/drive/MyDrive/Proyecto_ASR_AG/Aligned_VF/ATMA_Lectura_042/gold_sentence_8.txt," Para detectar las unidades que superen el límite de velocidad, agentes policiales, ubicados en cinco puntos variables, utilizarán cinemómetros (dispositivo que toma la fotografía de la placa de los vehículos). Esto se hará de 6:00 a.m. a 10:00 p.m. ",para detectar las unidades que superen el límite de velocidad agentes policiales ubicados en cinco puntos variables utilizarán cinemómetros dispositivo que toma la fotografía de la placa de los vehículos esto se hará de seiscientos am a mil pm,69.60499395770394,91.94659690332328,para detectar las unidades se se suspenderán el límite de velocidadpara detectar las unidades que superen el límite de velocidad agentes policiales ubicados en cinco puntos variables utilizarán cinemómetros dispositivos que toma la fotografía de la placa de los vehículos esto se hará de seism a," Para detectar las unidades que superen el límite de velocidad, agentes policiales, ubicados en cinco puntos variables, utilizarán cinemómetros (dispositivo que toma la fotografía de la placa de los vehículos). Esto se hará de 6:00 a.m. a 10:00 p.m. "
